query_form,complexity_score,nary_count,has_negation,has_annotation,op_FILTER,op_FILTER_NOT_EXISTS,op_OPTIONAL,op_UNION,op_GROUP_BY,op_ORDER_BY,op_LIMIT,op_DISTINCT,op_HAVING,op_BIND,op_VALUES,op_SUBQUERY,op_REGEX,op_STRSTARTS,op_COUNT,op_AGG_OTHER,operator_count,operator_diversity,join_count,nesting_depth,compositional_score,entity_count,class_count,relation_count,literal_count,namespace_count,ttr,vocab_tokens,line_count,token_count,char_count,Domain
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,16.5,0,0,1,3,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,6,2,21.0,7,2,5,6,6,0.4407,59,24,90,1084,TelcoQA
SELECT,19.0,0,0,1,5,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,10,5,7,2,22.5,8,2,6,8,6,0.3514,74,27,95,1147,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,11,2,26.5,25,44,15,9,6,0.2595,185,79,288,3196,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,5,0.4545,55,20,81,1019,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,7,3,7,6,5,0.3871,62,25,68,1217,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,4,2,20.0,5,3,4,4,5,0.3768,69,24,84,1146,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,4,2,20.0,4,3,5,5,6,0.3333,75,27,94,1371,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,4,6,0,3,5,0.4595,37,18,54,694,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,19.5,0,1,1,1,1,5,0,0,1,0,1,0,0,0,1,0,2,0,0,12,7,10,3,32.0,17,9,18,6,6,0.3162,136,47,174,2396,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.463,54,21,84,1060,TelcoQA
SELECT,19.5,0,0,1,1,0,7,0,0,1,0,1,0,0,0,1,0,2,0,0,13,6,6,2,23.0,6,6,3,8,6,0.3563,87,31,126,1494,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,4,3,23.0,6,4,3,5,5,0.3824,68,26,97,1319,TelcoQA
SELECT,14.0,1,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,8,2,24.0,10,2,9,4,6,0.4348,69,27,102,1198,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,5,0.4634,41,17,53,724,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7.0,5,4,8,6,5,0.3667,60,27,74,1264,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,6,3,4,3,6,0.4468,47,21,81,1005,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,6,3,26.0,6,15,7,4,6,0.268,97,41,151,1788,TelcoQA
SELECT,31.5,0,1,1,1,2,5,3,0,1,0,1,0,0,0,1,0,2,0,0,16,8,9,3,32.5,10,24,20,6,6,0.2069,174,51,267,2836,TelcoQA
SELECT,10.5,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,5,5,6,3,22.0,13,8,9,6,6,0.3263,95,36,120,1757,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,5,0.4634,41,17,53,724,TelcoQA
SELECT,28.5,0,1,1,1,1,5,3,0,1,0,1,0,0,0,1,0,2,0,0,15,8,14,3,40.0,17,31,16,6,5,0.2077,207,52,276,3146,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,2,14.5,13,28,1,3,6,0.2907,86,42,149,1569,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,7.0,5,5,4,5,5,0.48,50,23,72,963,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,6,2,23.0,7,5,1,4,5,0.4098,61,23,86,1131,TelcoQA
SELECT,24.5,0,0,1,7,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,13,5,10,2,27.0,11,2,9,10,5,0.3636,99,31,120,1440,TelcoQA
SELECT,13.5,0,1,1,0,1,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,6,3,4,3,6,0.449,49,21,81,984,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,5,0.4545,55,20,81,1019,TelcoQA
SELECT,12.0,1,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,5,2,17.5,5,3,8,3,5,0.3333,63,26,94,1277,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,10.0,11,7,10,6,6,0.3797,79,33,99,1587,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,5,0.4634,41,17,53,724,TelcoQA
SELECT,16.5,0,0,1,3,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,6,2,21.0,7,2,5,6,6,0.403,67,24,89,1115,TelcoQA
SELECT,20.0,2,0,1,4,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,11,5,5,2,19.5,7,7,5,3,5,0.4138,58,27,114,1269,TelcoQA
SELECT,24.0,0,1,1,1,3,4,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,10,4,33.0,11,10,8,5,5,0.3163,98,37,151,1799,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,5,5,0.4423,52,20,68,861,TelcoQA
SELECT,11.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,6,5,3,2,16.5,4,2,2,4,5,0.4773,44,18,60,786,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,2,3,0,3,5,0.4848,33,15,42,599,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,11.5,13,25,1,3,5,0.3289,76,38,134,1436,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,5,2,21.5,7,4,9,6,5,0.3448,87,32,115,1646,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,6,0.4634,41,18,56,771,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,8.5,9,14,1,3,6,0.3667,60,28,93,1060,TelcoQA
SELECT,22.5,0,1,1,1,2,5,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,5,4,25.5,7,4,6,6,6,0.3579,95,32,122,1776,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,2,2,17.0,5,1,1,3,5,0.4783,46,20,61,798,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,6,2,23.0,8,7,3,5,5,0.3415,82,28,108,1334,TelcoQA
SELECT,10.5,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,7,2,20.5,7,2,6,3,5,0.3968,63,21,81,976,TelcoQA
SELECT,18.0,0,0,1,1,0,6,0,0,1,0,1,0,0,0,1,0,2,0,0,12,6,4,2,20.0,5,3,2,7,5,0.3973,73,25,100,1255,TelcoQA
SELECT,10.5,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,7,2,20.5,7,2,6,3,5,0.4286,63,21,81,964,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,6,0.4565,46,19,71,886,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4565,46,19,71,891,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,7,2,24.5,10,10,11,5,6,0.3168,101,40,145,1911,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,6,2,23.0,6,6,7,5,5,0.3034,89,31,110,1625,TelcoQA
ASK,4.5,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,10.5,5,2,7,4,6,0.4902,51,24,74,1074,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4681,47,19,71,893,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,5,2,21.5,7,4,3,5,5,0.4154,65,25,94,1161,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,8,6,4,7,6,0.3188,69,29,92,1359,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4565,46,19,71,892,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,8.5,5,7,3,5,5,0.4314,51,24,74,974,TelcoQA
SELECT,23.0,1,0,1,1,0,4,3,0,1,0,1,0,0,0,1,0,0,0,0,11,6,14,2,35.0,19,20,15,4,6,0.3309,136,34,209,2153,TelcoQA
SELECT,15.0,0,0,1,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,6,6,0.4444,54,23,81,1007,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,4,2,20.0,5,3,1,3,5,0.4,50,21,69,912,TelcoQA
SELECT,34.5,0,1,1,1,2,9,2,0,1,0,1,0,0,0,1,0,2,0,0,19,8,12,4,38.0,15,40,21,9,5,0.2,215,67,346,3875,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,6,2,23.0,7,6,4,5,5,0.3939,66,28,104,1276,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4565,46,19,71,891,TelcoQA
SELECT,31.5,1,0,1,6,0,9,0,0,1,0,1,0,0,0,1,0,0,0,0,18,5,10,2,27.0,15,2,31,9,5,0.2857,140,53,217,2733,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,2,2,13.0,7,3,3,7,5,0.4909,55,23,75,1011,TelcoQA
SELECT,15.0,0,0,1,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,6,5,0.4528,53,22,78,950,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,6,0.4565,46,19,71,886,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,6,2,23.0,6,5,5,3,5,0.3151,73,27,89,1267,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,6,2,23.0,9,3,13,5,6,0.3412,85,35,114,1765,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,19.5,0,1,1,1,2,3,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,5,4,25.5,9,11,8,4,5,0.31,100,34,143,1874,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,848,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,6,2,23.0,7,5,5,5,5,0.3939,66,28,102,1286,TelcoQA
SELECT,10.5,0,0,1,0,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,6,4,3,2,14.5,4,2,2,3,6,0.5,36,18,63,794,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,851,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,4,3,5,0.4783,46,19,72,890,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,5,2,4,4,5,0.463,54,20,81,1007,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
SELECT,17.5,0,0,1,2,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,10,5,8,2,24.0,8,2,8,5,5,0.4133,75,25,101,1165,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,6,2,25.0,6,5,1,4,5,0.3731,67,24,95,1105,TelcoQA
SELECT,27.0,0,1,1,1,1,4,3,0,1,0,1,0,0,0,1,0,2,0,0,14,8,5,3,26.5,9,16,13,4,5,0.2736,106,41,193,2043,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,3,2,18.5,4,3,2,4,5,0.375,64,23,86,1068,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,5,2,4,4,5,0.463,54,20,81,1007,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,5,2,4,4,6,0.463,54,21,84,1054,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,18.0,0,0,1,3,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,10,5,7,2,22.5,8,2,6,6,6,0.3571,70,25,96,1177,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,2,2,17.0,3,2,1,3,5,0.4,50,20,63,890,TelcoQA
SELECT,24.0,0,1,1,1,2,6,0,0,1,0,1,0,0,0,1,0,2,0,0,14,7,13,3,36.5,16,47,11,6,5,0.1923,208,56,322,3509,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,21.0,0,1,1,1,1,6,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,6,3,26.0,10,13,11,5,6,0.3039,102,44,167,2036,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,5,2,21.5,6,5,5,6,6,0.3452,84,30,111,1463,TelcoQA
SELECT,16.0,0,0,1,2,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,6,2,21.0,7,2,5,5,5,0.4127,63,22,86,1085,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,10.0,8,5,6,4,5,0.4706,51,24,72,1004,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,5,2,4,4,6,0.463,54,21,84,1054,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
SELECT,24.0,0,1,1,1,2,6,0,0,1,0,1,0,0,0,1,0,2,0,0,14,7,11,4,34.5,15,15,10,7,5,0.3228,127,46,188,2260,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,6,0.4565,46,19,71,886,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,5,0.4634,41,17,53,724,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,15.0,0,0,1,3,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,6,6,0.4444,54,23,79,1012,TelcoQA
SELECT,19.5,0,1,1,1,1,5,0,0,1,0,1,0,0,0,1,0,2,0,0,12,7,5,3,24.5,6,6,7,6,6,0.3523,88,34,128,1662,TelcoQA
SELECT,12.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,4,6,0.5106,47,20,75,880,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,846,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,2,13.0,13,34,1,3,6,0.2328,116,48,173,1992,TelcoQA
ASK,7.5,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,11.0,11,9,9,4,5,0.321,81,33,102,1706,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,2,2,17.0,2,1,0,3,5,0.4545,44,20,57,772,TelcoQA
SELECT,24.0,2,0,1,6,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,13,5,9,2,25.5,12,7,8,4,5,0.4024,82,30,135,1419,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,839,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,2,10.0,6,6,9,7,6,0.4189,74,32,97,1459,TelcoQA
SELECT,16.5,0,1,1,1,1,3,0,0,1,0,1,0,0,0,1,0,2,0,0,10,7,4,3,23.0,5,5,4,4,5,0.3243,74,27,96,1393,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,5,0.4681,47,18,68,856,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,5,2,21.5,5,5,1,4,5,0.3438,64,23,87,1050,TelcoQA
SELECT,16.0,2,0,1,2,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,9,5,5,2,19.5,7,5,5,3,5,0.3833,60,25,98,1174,TelcoQA
SELECT,10.5,0,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,5,5,4,3,19.0,17,15,11,8,6,0.3333,117,47,163,2177,TelcoQA
SELECT,24.5,1,0,1,1,0,5,3,0,1,0,1,0,0,0,1,0,0,0,0,12,6,15,2,36.5,20,26,21,4,6,0.293,157,34,260,2504,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,5,3,24.5,6,3,5,5,5,0.3521,71,27,99,1363,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,3,2,20.5,4,2,3,5,6,0.3913,69,25,95,1239,TelcoQA
SELECT,23.0,0,0,1,7,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,12,5,9,2,25.5,10,2,8,10,6,0.3182,88,31,111,1354,TelcoQA
SELECT,16.5,0,1,1,0,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,6,5,24.0,14,17,9,7,5,0.2541,122,47,167,2323,TelcoQA
SELECT,19.5,0,1,1,1,1,5,0,0,1,0,1,0,0,0,1,0,2,0,0,12,7,9,3,30.5,12,18,10,6,6,0.2764,123,48,185,2305,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5.5,4,6,0,3,6,0.4595,37,19,57,757,TelcoQA
SELECT,22.5,0,0,1,6,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,12,5,9,2,25.5,10,2,8,9,6,0.3896,77,30,115,1343,TelcoQA
SELECT,19.5,0,1,1,1,1,5,0,0,1,0,1,0,0,0,1,0,2,0,0,12,7,10,3,32.0,11,10,8,6,5,0.3063,111,38,150,1984,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,4,3,5,0.451,51,19,72,915,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,5,0.4565,46,18,68,843,TelcoQA
SELECT,13.0,0,0,1,2,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,7,5,4,2,18.0,5,2,3,5,5,0.463,54,20,71,873,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1066,TelcoQA
SELECT,12.0,1,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,7,2,20.5,11,3,17,3,6,0.2453,106,36,133,2022,TelcoQA
SELECT,28.5,0,1,1,1,3,7,0,0,1,0,1,0,0,0,1,0,2,0,0,16,7,7,5,29.5,11,7,5,7,6,0.3673,98,35,154,1726,TelcoQA
SELECT,11.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,0,0,0,6,5,3,2,16.5,4,2,2,4,6,0.5128,39,19,64,800,TelcoQA
SELECT,7.5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,4,4,3,2,14.5,3,2,2,3,6,0.4634,41,18,56,771,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,5,2,21.5,6,5,6,4,5,0.3253,83,28,97,1408,TelcoQA
ASK,1.5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,2,11.5,12,24,1,3,6,0.3375,80,38,133,1461,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,5,2,3,3,6,0.4565,46,19,71,892,TelcoQA
SELECT,22.5,0,1,1,1,2,5,0,0,1,0,1,0,0,0,1,0,2,0,0,13,7,3,4,22.5,4,3,3,6,5,0.4,70,27,108,1318,TelcoQA
SELECT,14.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4182,55,21,79,956,TelcoQA
SELECT,14.0,1,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,9,2,25.5,14,21,9,4,5,0.3009,113,27,177,1811,TelcoQA
SELECT,12.0,0,0,1,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,7,4,4,2,16.0,4,2,3,3,6,0.4565,46,19,71,886,TelcoQA
SELECT,27.0,0,1,1,1,1,4,3,0,1,0,1,0,0,0,1,0,2,0,0,14,8,12,3,37.0,16,54,18,5,5,0.152,250,62,371,4261,TelcoQA
SELECT,15.0,0,0,1,1,0,4,0,0,1,0,1,0,0,0,1,0,2,0,0,10,6,5,2,21.5,7,9,4,5,6,0.3111,90,29,123,1489,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,6,2,4,4,6,0.4727,55,21,84,1061,TelcoQA
SELECT,22.5,0,1,1,1,1,7,0,0,1,0,1,0,0,0,1,0,2,0,0,14,7,6,2,25.0,10,6,7,8,5,0.3789,95,35,141,1741,TelcoQA
SELECT,15.0,0,1,1,0,1,4,0,0,1,0,1,0,0,0,1,0,0,0,0,8,5,5,2,19.5,5,2,4,4,5,0.463,54,20,81,1007,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,3,2,18.5,4,2,1,4,5,0.4151,53,20,71,953,TelcoQA
SELECT,18.0,0,1,1,1,1,4,0,0,1,0,1,0,0,0,1,0,2,0,0,11,7,8,3,29.0,12,10,12,5,6,0.3083,120,42,154,2179,TelcoQA
SELECT,16.5,0,0,1,1,0,5,0,0,1,0,1,0,0,0,1,0,2,0,0,11,6,3,2,18.5,4,3,1,6,6,0.4545,55,24,94,1101,TelcoQA
SELECT,13.5,0,0,1,1,0,3,0,0,1,0,1,0,0,0,1,0,2,0,0,9,6,5,2,21.5,7,5,3,4,5,0.3651,63,25,89,1164,TelcoQA
SELECT,12.0,0,0,1,1,0,2,0,0,1,0,1,0,0,0,1,0,2,0,0,8,6,3,2,18.5,4,2,1,3,5,0.42,50,20,64,876,TelcoQA
